SeineCode,Site Code,Sppcode,SizeStage,Count
CA-MCCRY_20130509_NS01-02,CA-MCCRY,HELI,Small,5
CA-MCCRY_20130509_NS01-02,CA-MCCRY,PHSP,Small,25
CA-MCCRY_20130509_NS01-03,CA-MCCRY,GYRA,Small,27
CA-MCCRY_20130509_NS01-03,CA-MCCRY,PHSP,Small,3
CA-MCCRY_20130509_NS01-04,CA-MCCRY,LYCO,Medium,1
CA-MCCRY_20130509_NS01-04,CA-MCCRY,PHSP,Small,17
CA-MCCRY_20130509_NS01-05,CA-MCCRY,GYRA,Small,28
CA-MCCRY_20130509_NS01-05,CA-MCCRY,HELI,Small,2
CA-MCCRY_20130509_NS01-05,CA-MCCRY,PHSP,Small,31
CA-MCCRY_20130509_NS01-06,CA-MCCRY,PHSP,Small,2
CA-MCCRY_20130509_NS01-07,CA-MCCRY,GYRA,Small,48
CA-MCCRY_20130509_NS01-07,CA-MCCRY,HELI,Small,3
CA-MCCRY_20130509_NS01-07,CA-MCCRY,PHSP,Small,16
CA-MCCRY_20130509_NS01-08,CA-MCCRY,GYRA,Small,6
CA-MCCRY_20130509_NS01-08,CA-MCCRY,PHSP,Small,4
CA-MCCRY_20130509_NS01-09,CA-MCCRY,GYRA,Small,14
CA-MCCRY_20130509_NS01-09,CA-MCCRY,HELI,Small,3
CA-MCCRY_20130509_NS01-09,CA-MCCRY,PHSP,Small,10
CA-MCCRY_20130509_NS01-10,CA-MCCRY,HELI,Medium,1
CA-MCCRY_20130509_NS01-10,CA-MCCRY,GYRA,Small,13
CA-MCCRY_20130509_NS01-10,CA-MCCRY,HELI,Small,2
CA-MCCRY_20130509_NS01-10,CA-MCCRY,PHSP,Small,4
CA-MUD65_20130522_NS01-01,CA-MUD65,PHSP,Medium,15
CA-MUD65_20130522_NS01-01,CA-MUD65,HELI,Small,40
CA-MUD65_20130522_NS01-02,CA-MUD65,PHSP,Medium,4
CA-MUD65_20130522_NS01-02,CA-MUD65,HELI,Small,55
CA-MUD65_20130522_NS01-03,CA-MUD65,HELI,Medium,5
CA-MUD65_20130522_NS01-03,CA-MUD65,HELI,Small,43
CA-MUD65_20130522_NS01-03,CA-MUD65,PHSP,Small,1
CA-MUD65_20130522_NS01-04,CA-MUD65,HELI,Large,1
CA-MUD65_20130522_NS01-04,CA-MUD65,PHSP,Medium,2
CA-MUD65_20130522_NS01-04,CA-MUD65,HELI,Small,27
CA-MUD65_20130522_NS01-05,CA-MUD65,HELI,Medium,1
CA-MUD65_20130522_NS01-05,CA-MUD65,HELI,Small,46
CA-MUD65_20130522_NS01-06,CA-MUD65,PHSP,Medium,9
CA-MUD65_20130522_NS01-06,CA-MUD65,HELI,Small,12
CA-MUD65_20130522_NS01-06,CA-MUD65,PHSP,Small,1
CA-MUD65_20130522_NS01-07,CA-MUD65,HELI,Large,1
CA-MUD65_20130522_NS01-07,CA-MUD65,PHSP,Medium,22
CA-MUD65_20130522_NS01-07,CA-MUD65,HELI,Small,70
CA-MUD65_20130522_NS01-08,CA-MUD65,HELI,Large,1
CA-MUD65_20130522_NS01-08,CA-MUD65,HELI,Medium,4
CA-MUD65_20130522_NS01-08,CA-MUD65,PHSP,Medium,11
CA-MUD65_20130522_NS01-09,CA-MUD65,HELI,Large,3
CA-MUD65_20130522_NS01-09,CA-MUD65,HELI,Medium,4
CA-MUD65_20130522_NS01-09,CA-MUD65,PHSP,Medium,6
CA-MUD65_20130522_NS01-09,CA-MUD65,HELI,Small,40
CA-MUD65_20130522_NS01-10,CA-MUD65,HELI,Large,4
CA-MUD65_20130522_NS01-10,CA-MUD65,PHSP,Medium,8
CA-MUD65_20130522_NS01-10,CA-MUD65,HELI,Small,6
CA-MUD66_20130522_NS01-03,CA-MUD66,HELI,Small,2
CA-MUD66_20130522_NS01-03,CA-MUD66,PHSP,Small,1
CA-MUD66_20130522_NS01-06,CA-MUD66,HELI,Medium,1
CA-MUD66_20130522_NS01-06,CA-MUD66,HELI,Small,2
CA-MUD66_20130522_NS01-10,CA-MUD66,PHSP,Small,1
CA-MUD67_20130522_NS01-01,CA-MUD67,PHSP,Medium,15
CA-MUD67_20130522_NS01-01,CA-MUD67,HELI,Small,2
CA-MUD67_20130522_NS01-01,CA-MUD67,PHSP,Small,2
CA-MUD67_20130522_NS01-02,CA-MUD67,PHSP,Medium,17
CA-MUD67_20130522_NS01-03,CA-MUD67,PHSP,Medium,26
CA-MUD67_20130522_NS01-03,CA-MUD67,HELI,Small,1
CA-MUD67_20130522_NS01-04,CA-MUD67,PHSP,Medium,22
CA-MUD67_20130522_NS01-04,CA-MUD67,PHSP,Small,4
CA-MUD67_20130522_NS01-05,CA-MUD67,HELI,Large,1
CA-MUD67_20130522_NS01-05,CA-MUD67,PHSP,Medium,18
CA-MUD67_20130522_NS01-06,CA-MUD67,HELI,Large,2
CA-MUD67_20130522_NS01-06,CA-MUD67,PHSP,Large,1
CA-MUD67_20130522_NS01-06,CA-MUD67,PHSP,Medium,3
CA-MUD67_20130522_NS01-07,CA-MUD67,HELI,Medium,2
CA-MUD67_20130522_NS01-07,CA-MUD67,PHSP,Medium,45
CA-MUD67_20130522_NS01-08,CA-MUD67,HELI,Large,3
CA-MUD67_20130522_NS01-08,CA-MUD67,PHSP,Medium,37
CA-MUD67_20130522_NS01-09,CA-MUD67,HELI,Medium,1
CA-MUD67_20130522_NS01-09,CA-MUD67,PHSP,Medium,30
CA-MUD67_20130522_NS01-10,CA-MUD67,PHSP,Medium,12
Ca-Pig_20130511_ns01-03,Ca-Pig,HELI,Medium,1
Ca-Pig_20130511_ns01-04,Ca-Pig,HELI,Small,1
Ca-Pig_20130511_ns01-05,Ca-Pig,HELI,md,11
Ca-Pig_20130511_ns01-05,Ca-Pig,HELI,Small,4
Ca-Pig_20130511_ns01-06,Ca-Pig,HELI,Medium,4
Ca-Pig_20130511_ns01-07,Ca-Pig,HELI,md,11
Ca-Pig_20130511_ns01-08,Ca-Pig,HELI,Medium,11
Ca-Pig_20130511_ns01-09,Ca-Pig,HELI,Medium,23
Ca-Pig_20130511_ns01-09,Ca-Pig,HELI,Small,11
CA-PIG_20130511_ns01-10,CA-PIG,HELI,md,1
Ca-SF101_20130618_NS01-01,Ca-SF101,HELI,Medium,1
Ca-SF101_20130618_NS01-01,Ca-SF101,PHSP,Medium,5
Ca-SF101_20130618_NS01-01,Ca-SF101,PHSP,Small,10
Ca-SF101_20130618_NS01-02,Ca-SF101,LYCO,Medium,1
Ca-SF101_20130618_NS01-02,Ca-SF101,PHSP,Medium,9
Ca-SF101_20130618_NS01-02,Ca-SF101,HELI,Small,1
Ca-SF101_20130618_NS01-02,Ca-SF101,PHSP,Small,15
Ca-SF101_20130618_NS01-03,Ca-SF101,HELI,Small,1
Ca-SF101_20130618_NS01-03,Ca-SF101,PHSP,Small,1
Ca-SF101_20130618_NS01-04,Ca-SF101,HELI,Medium,2
Ca-SF101_20130618_NS01-04,Ca-SF101,LYCO,Medium,3
Ca-SF101_20130618_NS01-04,Ca-SF101,GYRA,Small,2
Ca-SF101_20130618_NS01-04,Ca-SF101,PHSP,Small,9
Ca-SF101_20130618_NS01-05,Ca-SF101,HELI,Medium,4
Ca-SF101_20130618_NS01-05,Ca-SF101,HELI,Small,3
Ca-SF101_20130618_NS01-05,Ca-SF101,PHSP,Small,4
Ca-SF101_20130618_NS01-06,Ca-SF101,HELI,Medium,6
Ca-SF101_20130618_NS01-06,Ca-SF101,LYCO,Medium,1
Ca-SF101_20130618_NS01-06,Ca-SF101,PHSP,Small,9
Ca-SF101_20130618_NS01-07,Ca-SF101,PHSP,Small,3
Ca-SF101_20130618_NS01-08,Ca-SF101,HELI,Small,5
Ca-SF101_20130618_NS01-08,Ca-SF101,PHSP,Small,4
Ca-SF101_20130618_NS01-09,Ca-SF101,PHSP,Medium,4
Ca-SF101_20130618_NS01-09,Ca-SF101,PHSP,Small,6
Ca-SF101_20130618_NS01-10,Ca-SF101,PHSP,Medium,3
Ca-SF101_20130618_NS01-10,Ca-SF101,PHSP,Small,1
CA-SF19_20130517_NS01-01,CA-SF19,HELI,Medium,1
CA-SF19_20130517_NS01-01,CA-SF19,HELI,Small,1
CA-SF19_20130517_NS01-02,CA-SF19,HELI,Small,1
CA-SF19_20130517_NS01-03,CA-SF19,HELI,Small,1
CA-SF19_20130517_NS01-05,CA-SF19,HELI,Medium,1
CA-SF19_20130517_NS01-07,CA-SF19,HELI,Large,1
CA-SF19_20130517_NS01-09,CA-SF19,HELI,Medium,1
CA-SF19_20130517_NS01-09,CA-SF19,HELI,Small,1
CA-SF19_20130517_NS01-10,CA-SF19,HELI,Medium,3
Ca-SF25_20130625_NS01-01,Ca-SF25,HELI,Medium,9
Ca-SF25_20130625_NS01-01,Ca-SF25,HELI,Small,9
Ca-SF25_20130625_NS01-02,Ca-SF25,HELI,Medium,3
Ca-SF25_20130625_NS01-02,Ca-SF25,HELI,Small,2
Ca-SF25_20130625_NS01-03,Ca-SF25,HELI,Large,1
Ca-SF25_20130625_NS01-03,Ca-SF25,HELI,Medium,3
Ca-SF25_20130625_NS01-03,Ca-SF25,HELI,Small,4
Ca-SF25_20130625_NS01-04,Ca-SF25,HELI,Medium,2
Ca-SF25_20130625_NS01-05,Ca-SF25,HELI,Small,3
Ca-SF25_20130625_NS01-06,Ca-SF25,HELI,Large,1
Ca-SF25_20130625_NS01-06,Ca-SF25,HELI,Medium,11
Ca-SF25_20130625_NS01-06,Ca-SF25,HELI,Small,20
Ca-SF25_20130625_NS01-07,Ca-SF25,HELI,Medium,10
Ca-SF25_20130625_NS01-07,Ca-SF25,HELI,Small,38
Ca-SF25_20130625_NS01-08,Ca-SF25,HELI,Small,2
Ca-SF25_20130625_NS01-09,Ca-SF25,HELI,Small,15
Ca-SF25_20130625_NS01-10,Ca-SF25,HELI,Large,1
Ca-SF25_20130625_NS01-10,Ca-SF25,HELI,Medium,5
Ca-SF25_20130625_NS01-10,Ca-SF25,HELI,Small,12
CA-SF30_20130516_NS01-01,CA-SF30,GYRA,Small,1
CA-SF30_20130516_NS01-01,CA-SF30,PHSP,Small,4
CA-SF30_20130516_NS01-02,CA-SF30,PHSP,Small,3
CA-SF30_20130516_NS01-03,CA-SF30,GYRA,Small,1
CA-SF30_20130516_NS01-03,CA-SF30,PHSP,Small,6
CA-SF30_20130516_NS01-04,CA-SF30,GYRA,Small,2
CA-SF30_20130516_NS01-04,CA-SF30,PHSP,Small,8
CA-SF30_20130516_NS01-05,CA-SF30,GYRA,Small,1
CA-SF30_20130516_NS01-05,CA-SF30,PHSP,Small,22
CA-SF30_20130516_NS01-06,CA-SF30,PHSP,Small,17
CA-SF30_20130516_NS01-07,CA-SF30,GYRA,Small,1
CA-SF30_20130516_NS01-07,CA-SF30,PHSP,Small,5
CA-SF30_20130516_NS01-08,CA-SF30,PHSP,Small,13
CA-SF30_20130516_NS01-09,CA-SF30,PHSP,Large,1
CA-SF30_20130516_NS01-09,CA-SF30,PHSP,Small,20
CA-SF34_20130516_NS01-01,CA-SF34,HELI,Medium,1
CA-SF34_20130516_NS01-03,CA-SF34,HELI,Medium,1
CA-SF34_20130516_NS01-04,CA-SF34,HELI,Medium,1
CA-SF34_20130516_NS01-07,CA-SF34,HELI,Small,1
Ca-SF79_20130618_NS01-01,Ca-SF79,PHSP,Medium,1
Ca-SF79_20130618_NS01-02,Ca-SF79,HELI,Medium,4
Ca-SF79_20130618_NS01-02,Ca-SF79,PHSP,Medium,1
Ca-SF79_20130618_NS01-03,Ca-SF79,HELI,Large,1
Ca-SF79_20130618_NS01-04,Ca-SF79,HELI,Medium,1
Ca-SF79_20130618_NS01-04,Ca-SF79,PHSP,Medium,2
Ca-SF79_20130618_NS01-07,Ca-SF79,HELI,Medium,2
Ca-SF79_20130618_NS01-07,Ca-SF79,LYCO,Medium,1
Ca-SF79_20130618_NS01-07,Ca-SF79,PHSP,Small,1
Ca-SF79_20130618_NS01-08,Ca-SF79,PHSP,Medium,5
Ca-SF79_20130618_NS01-10,Ca-SF79,HELI,Medium,1
CA-SF85_20130517_NS01-01,CA-SF85,HELI,Medium,12
CA-SF85_20130517_NS01-01,CA-SF85,HELI,Small,1
CA-SF85_20130517_NS01-02,CA-SF85,HELI,Medium,15
CA-SF85_20130517_NS01-03,CA-SF85,HELI,Medium,14
CA-SF85_20130517_NS01-04,CA-SF85,HELI,Medium,66
CA-SF85_20130517_NS01-05,CA-SF85,HELI,Medium,8
CA-SF85_20130517_NS01-06,CA-SF85,HELI,Large,1
CA-SF85_20130517_NS01-06,CA-SF85,HELI,Medium,35
CA-SF85_20130517_NS01-07,CA-SF85,HELI,Large,2
CA-SF85_20130517_NS01-07,CA-SF85,HELI,Medium,16
CA-SF85_20130517_NS01-08,CA-SF85,HELI,Medium,2
CA-SF85_20130517_NS01-09,CA-SF85,HELI,Medium,11
CA-SF85_20130517_NS01-10,CA-SF85,HELI,Medium,4
CTTLMUD_20130605_NS01-01,CTTLMUD,PHSP,Small,60
CTTLMUD_20130605_NS01-02,CTTLMUD,PHSP,Small,30
EagleGCP_20130511_NS01-06,EagleGCP,HELI,Small,2
EagleGCP_20130511_NS01-10,EagleGCP,HELI,Small,1
EagleGCP_20130511_NS01-11,EagleGCP,HELI,Medium,4
EagleGCP_20130511_NS01-11,EagleGCP,GYRA,Small,1
EagleGCP_20130511_NS01-12,EagleGCP,GYRA,Small,7
Frog_20130514_ns01-01,Frog,HELI,Medium,10
Frog_20130514_ns01-01,Frog,HELI,Small,5
Frog_20130514_ns01-02,Frog,HELI,Large,5
Frog_20130514_ns01-02,Frog,HELI,md,3
Frog_20130514_ns01-02,Frog,HELI,Small,1
Frog_20130514_ns01-04,Frog,HELI,Large,4
Frog_20130514_ns01-04,Frog,HELI,Medium,2
Frog_20130514_ns01-04,Frog,HELI,Small,3
Frog_20130514_ns01-05,Frog,HELI,Large,12
Frog_20130514_ns01-05,Frog,HELI,Medium,11
Frog_20130514_ns01-06,Frog,HELI,Large,1
Frog_20130514_ns01-06,Frog,HELI,md,6
Frog_20130514_ns01-07,Frog,HELI,Large,1
Frog_20130514_ns01-07,Frog,HELI,Small,1
Frog_20130514_ns01-08,Frog,HELI,Large,2
Frog_20130514_ns01-08,Frog,HELI,Medium,20
Frog_20130514_ns01-08,Frog,HELI,Small,4
Frog_20130514_ns01-09,Frog,HELI,Medium,5
Frog_20130514_ns01-09,Frog,HELI,Small,7
GDPND001_20130523_NS01-01,GDPND001,PHSP,Small,4
GDPND001_20130523_NS01-02,GDPND001,PHSP,Medium,1
GDPND001_20130523_NS01-03,GDPND001,GYRA,Small,2
GDPND001_20130523_NS01-03,GDPND001,PHSP,Small,5
GDPND001_20130523_NS01-04,GDPND001,GYRA,Small,1
GDPND001_20130523_NS01-06,GDPND001,PHSP,Small,1
GDPND001_20130523_NS01-07,GDPND001,GYRA,Small,1
GDPND001_20130523_NS01-07,GDPND001,PHSP,Small,2
GDPND001_20130523_NS01-09,GDPND001,PHSP,Small,1
GDPND001_20130523_NS01-10,GDPND001,PHSP,Small,3
GDPND002_20130523_NS01-03,GDPND002,HELI,Medium,1
GDPND002_20130523_NS01-03,GDPND002,PHSP,Medium,1
GDPND002_20130523_NS01-10,GDPND002,PHSP,Small,1
GDPND004_20130523_NS01-01,GDPND004,HELI,Large,4
GDPND004_20130523_NS01-01,GDPND004,PHSP,Large,1
GDPND004_20130523_NS01-02,GDPND004,HELI,Large,13
GDPND004_20130523_NS01-02,GDPND004,PHSP,Large,5
GDPND004_20130523_NS01-03,GDPND004,HELI,Large,13
GDPND004_20130523_NS01-03,GDPND004,PHSP,Large,7
GDPND004_20130523_NS01-03,GDPND004,HELI,Medium,1
GDPND004_20130523_NS01-04,GDPND004,HELI,Large,14
GDPND004_20130523_NS01-04,GDPND004,PHSP,Large,4
GDPND004_20130523_NS01-05,GDPND004,HELI,Large,4
GDPND004_20130523_NS01-05,GDPND004,PHSP,Large,4
GDPND004_20130523_NS01-05,GDPND004,HELI,Medium,1
GDPND004_20130523_NS01-06,GDPND004,HELI,Large,1
GDPND004_20130523_NS01-06,GDPND004,PHSP,Small,1
GDPND004_20130523_NS01-07,GDPND004,HELI,Large,1
GDPND004_20130523_NS01-07,GDPND004,PHSP,Large,2
GDPND004_20130523_NS01-08,GDPND004,HELI,Large,2
GDPND004_20130523_NS01-10,GDPND004,HELI,Large,2
GDPND005_20130523_NS01-01,GDPND005,PHSP,Medium,3
GDPND005_20130523_NS01-01,GDPND005,HELI,Small,3
GDPND005_20130523_NS01-02,GDPND005,HELI,Small,1
GDPND005_20130523_NS01-03,GDPND005,HELI,Small,3
GDPND005_20130523_NS01-04,GDPND005,HELI,Medium,1
GDPND005_20130523_NS01-04,GDPND005,PHSP,Medium,1
GDPND005_20130523_NS01-04,GDPND005,HELI,Small,6
GDPND005_20130523_NS01-05,GDPND005,HELI,Medium,1
GDPND005_20130523_NS01-05,GDPND005,HELI,Small,1
GDPND005_20130523_NS01-05,GDPND005,PHSP,Small,2
GDPND005_20130523_NS01-06,GDPND005,HELI,Medium,16
GDPND005_20130523_NS01-06,GDPND005,PHSP,Small,1
GDPND005_20130523_NS01-07,GDPND005,HELI,Medium,16
GDPND005_20130523_NS01-07,GDPND005,PHSP,Small,1
GDPND005_20130523_NS01-08,GDPND005,PHSP,Medium,9
GDPND005_20130523_NS01-09,GDPND005,HELI,Medium,3
GDPND005_20130523_NS01-10,GDPND005,HELI,Medium,7
GDPND006_20130527_NS01-01,GDPND006,HELI,Medium,14
GDPND006_20130527_NS01-01,GDPND006,HELI,Small,5
GDPND006_20130527_NS01-02,GDPND006,HELI,Medium,9
GDPND006_20130527_NS01-02,GDPND006,HELI,Small,4
GDPND006_20130527_NS01-03,GDPND006,HELI,Medium,4
GDPND006_20130527_NS01-04,GDPND006,HELI,Medium,4
GDPND006_20130527_NS01-06,GDPND006,HELI,Medium,2
GDPND006_20130527_NS01-06,GDPND006,HELI,Small,2
GDPND006_20130527_NS01-07,GDPND006,PHSP,Large,1
GDPND006_20130527_NS01-07,GDPND006,HELI,Medium,2
GDPND006_20130527_NS01-09,GDPND006,PHSP,Large,2
GDPND006_20130627_NS01-04,GDPND006,HELI,Large,2
GDPND008_20130528_NS01-01,GDPND008,HELI,Large,2
GDPND008_20130528_NS01-01,GDPND008,HELI,Medium,18
GDPND008_20130528_NS01-01,GDPND008,PHSP,Medium,2
GDPND008_20130528_NS01-02,GDPND008,HELI,Large,5
GDPND008_20130528_NS01-02,GDPND008,GYRA,Small,1
GDPND008_20130528_NS01-03,GDPND008,HELI,Large,8
GDPND008_20130528_NS01-03,GDPND008,PHSP,Large,1
GDPND008_20130528_NS01-03,GDPND008,PHSP,Medium,1
GDPND008_20130528_NS01-04,GDPND008,HELI,Medium,6
GDPND008_20130528_NS01-04,GDPND008,PHSP,Medium,1
GDPND008_20130528_NS01-05,GDPND008,HELI,Large,1
GDPND008_20130528_NS01-05,GDPND008,PHSP,Large,2
GDPND008_20130528_NS01-05,GDPND008,HELI,Medium,4
GDPND008_20130528_NS01-05,GDPND008,PHSP,Medium,1
GDPND008_20130528_NS01-06,GDPND008,HELI,Medium,35
GDPND008_20130528_NS01-06,GDPND008,PHSP,Medium,5
GDPND008_20130528_NS01-06,GDPND008,PHSP,Small,1
GDPND008_20130528_NS01-07,GDPND008,HELI,Large,2
GDPND008_20130528_NS01-07,GDPND008,PHSP,Large,1
GDPND008_20130528_NS01-07,GDPND008,HELI,Medium,11
GDPND008_20130528_NS01-07,GDPND008,PHSP,Medium,2
GDPND008_20130528_NS01-08,GDPND008,HELI,Large,3
GDPND008_20130528_NS01-08,GDPND008,PHSP,Large,4
GDPND008_20130528_NS01-08,GDPND008,HELI,Medium,42
GDPND008_20130528_NS01-08,GDPND008,PHSP,Medium,4
GDPND008_20130528_NS01-09,GDPND008,PHSP,Large,1
GDPND008_20130528_NS01-09,GDPND008,HELI,Medium,15
GDPND008_20130528_NS01-10,GDPND008,HELI,Medium,9
GDPND008_20130528_NS01-10,GDPND008,PHSP,Medium,3
GDPND009_20130527_NS01-03,GDPND009,HELI,Large,1
GDPND009_20130527_NS01-05,GDPND009,GYRA,Small,3
GDPND009_20130527_NS01-06,GDPND009,HELI,Large,1
GDPND009_20130527_NS01-09,GDPND009,GYRA,S,34
GDPND009_20130527_NS01-10,GDPND009,GYRA,Small,41
GDPND010_20130527_NS01-02,GDPND010,PHSP,Small,2
GDPND010_20130527_NS01-08,GDPND010,GYRA,Small,7
GDPND010_20130527_NS01-08,GDPND010,PHSP,Small,2
GDPND010_20130527_NS01-09,GDPND010,GYRA,Small,5
GDPND010_20130527_NS01-09,GDPND010,PHSP,Small,6
GDPND014_20130527_NS01-01,GDPND014,HELI,Medium,5
GDPND014_20130527_NS01-01,GDPND014,PHSP,Medium,15
GDPND014_20130527_NS01-01,GDPND014,HELI,Small,1
GDPND014_20130527_NS01-02,GDPND014,PHSP,Large,4
GDPND014_20130527_NS01-02,GDPND014,HELI,Small,2
GDPND014_20130527_NS01-03,GDPND014,PHSP,Medium,7
GDPND014_20130527_NS01-03,GDPND014,HELI,Small,1
GDPND014_20130527_NS01-04,GDPND014,HELI,Medium,7
GDPND014_20130527_NS01-04,GDPND014,PHSP,Medium,6
GDPND014_20130527_NS01-05,GDPND014,PHSP,Medium,2
GDPND014_20130527_NS01-06,GDPND014,PHSP,Large,7
GDPND014_20130527_NS01-06,GDPND014,PHSP,Medium,4
GDPND014_20130527_NS01-06,GDPND014,HELI,Small,5
GDPND014_20130527_NS01-07,GDPND014,PHSP,Medium,9
GDPND014_20130527_NS01-07,GDPND014,HELI,Small,2
GDPND014_20130527_NS01-07,GDPND014,PHSP,Small,10
GDPND014_20130527_NS01-08,GDPND014,PHSP,Large,2
GDPND014_20130527_NS01-08,GDPND014,HELI,Medium,4
GDPND014_20130527_NS01-08,GDPND014,PHSP,Medium,7
GDPND014_20130527_NS01-08,GDPND014,HELI,Small,1
GDPND014_20130527_NS01-09,GDPND014,PHSP,Large,1
GDPND014_20130527_NS01-09,GDPND014,HELI,Medium,1
GDPND014_20130527_NS01-09,GDPND014,HELI,Small,4
GDPND014_20130527_NS01-09,GDPND014,PHSP,Small,10
GDPND014_20130527_NS01-10,GDPND014,PHSP,Large,1
GDPND014_20130527_NS01-10,GDPND014,PHSP,Medium,1
GLORGCP_20130511_NS01-01,GLORGCP,GYRA,Small,1
GLORGCP_20130511_NS01-07,GLORGCP,GYRA,Small,2
GrampBOR_20130508_NS01-01,GrampBOR,GYRA,Small,15
GrampBOR_20130508_NS01-01,GrampBOR,HELI,Small,1
GrampBOR_20130508_NS01-01,GrampBOR,PHSP,Small,1
GrampBOR_20130508_NS01-02,GrampBOR,GYRA,Small,40
GrampBOR_20130508_NS01-02,GrampBOR,PHSP,Small,6
GrampBOR_20130508_NS01-03,GrampBOR,GYRA,Small,26
GrampBOR_20130508_NS01-03,GrampBOR,PHSP,Small,3
GrampBOR_20130508_NS01-04,GrampBOR,GYRA,Small,9
GrampBOR_20130508_NS01-04,GrampBOR,LYCO,Small,1
GrampBOR_20130508_NS01-05,GrampBOR,GYRA,Small,2
GrampBOR_20130508_NS01-06,GrampBOR,GYRA,Small,13
GrampBOR_20130508_NS01-07,GrampBOR,GYRA,Small,18
GrampBOR_20130508_NS01-07,GrampBOR,PHSP,Small,4
GrampBOR_20130508_NS01-08,GrampBOR,GYRA,Small,36
GrampBOR_20130508_NS01-08,GrampBOR,PHSP,Small,6
GrampBOR_20130508_NS01-09,GrampBOR,GYRA,Small,8
GrampBOR_20130508_NS01-09,GrampBOR,PHSP,Small,1
HERONGCP_20130510_NS01-01,HERONGCP,PHSP,Medium,2
HERONGCP_20130510_NS01-01,HERONGCP,PHSP,Small,3
HERONGCP_20130510_NS01-02,HERONGCP,PHSP,Medium,5
HERONGCP_20130510_NS01-02,HERONGCP,PHSP,Small,1
HERONGCP_20130510_NS01-03,HERONGCP,PHSP,Medium,1
HERONGCP_20130510_NS01-04,HERONGCP,PHSP,Large,1
HERONGCP_20130510_NS01-04,HERONGCP,PHSP,Medium,6
HERONGCP_20130510_NS01-04,HERONGCP,HELI,Small,2
HERONGCP_20130510_NS01-04,HERONGCP,PHSP,Small,3
HERONGCP_20130510_NS01-05,HERONGCP,PHSP,Large,1
HERONGCP_20130510_NS01-06,HERONGCP,PHSP,Large,2
HERONGCP_20130510_NS01-06,HERONGCP,GYRA,Small,7
HERONGCP_20130510_NS01-06,HERONGCP,PHSP,Small,1
HERONGCP_20130510_NS01-07,HERONGCP,PHSP,Large,1
HERONGCP_20130510_NS01-07,HERONGCP,HELI,Medium,1
